employee_id,first_name,last_name,employee_name,department_id,department_name,division,job_role,job_level,business_travel,hire_date,termination_date,current_status,attrition_flag,tenure_years,tenure_cohort,tenure_cohort_sort,gender,age,marital_status,education_level,distance_from_home,manager_id,manager_name,monthly_income,income_pct_rank_in_role,income_quartile_in_role,income_quartile_label,pct_vs_role_average,stock_option_level,salary_hike_pct,latest_review_date,performance_rating,job_satisfaction,environment_satisfaction,work_life_balance,overtime_flag,voluntary_flag
741,Mei,Reyes,Mei Reyes,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2018-02-02,2025-04-18,Terminated,1,7.21,5-10 yr,4,Female,28,Single,College,1,575.0,Soren Bergman,2216,0.1478,1,Q1 (lowest paid in role),-31.6,0,13.0,2025-04-09,3,2,1,3,Yes,1
752,Samir,Whitfield,Samir Whitfield,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2023-03-31,2025-11-03,Terminated,1,2.6,1-3 yr,2,Male,42,Divorced,Bachelor,19,1035.0,Lena Osei,2759,0.4433,2,Q2,-14.8,0,12.0,2025-11-03,3,3,3,3,Yes,1
780,Mei,Ortega,Mei Ortega,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2014-04-23,2024-05-10,Terminated,1,10.05,10 yr+,5,Male,33,Single,Master,1,901.0,Chloe Mbeki,2686,0.3986,2,Q2,-17.1,0,13.0,2024-05-07,3,4,4,2,Yes,1
785,Aisha,Kaur,Aisha Kaur,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2020-01-09,2025-12-14,Terminated,1,5.93,5-10 yr,4,Female,47,Single,College,27,1975.0,Grace Kaur,6397,0.5292,3,Q3,-7.6,0,12.0,2025-12-12,3,3,2,3,Yes,1
787,Divya,Novak,Divya Novak,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2019-12-22,2025-07-03,Terminated,1,5.53,5-10 yr,4,Male,55,Married,Bachelor,2,549.0,Freya Larsen,19859,0.9703,4,Q4 (highest paid in role),15.6,1,13.0,2025-06-15,3,1,4,3,Yes,1
796,Elena,Jokinen,Elena Jokinen,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-07-13,2025-04-20,Terminated,1,4.77,3-5 yr,3,Male,26,Single,Bachelor,8,2055.0,Oscar Bakker,5326,0.3138,2,Q2,-23.1,0,17.0,2025-04-10,3,1,4,2,No,1
811,Idris,Halvorsen,Idris Halvorsen,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2024-12-26,2025-05-16,Terminated,1,0.39,0-1 yr,1,Male,23,Married,Bachelor,6,468.0,Mei Mehta,1601,0.0271,1,Q1 (lowest paid in role),-50.5,2,21.0,2025-05-09,4,1,3,3,Yes,1
816,Mei,Osei,Mei Osei,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-08-11,2025-04-19,Terminated,1,1.69,1-3 yr,2,Female,29,Married,College,1,1655.0,Hannah Duarte,2319,0.2016,1,Q1 (lowest paid in role),-28.4,1,11.0,2025-04-02,3,1,2,3,Yes,0
819,Luis,Ferreira,Luis Ferreira,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-10-31,2024-08-29,Terminated,1,3.83,3-5 yr,3,Female,33,Single,Bachelor,16,1050.0,Tobias Haddad,5324,0.3108,2,Q2,-23.1,0,15.0,2024-08-14,3,1,1,3,No,1
828,Peter,Bergman,Peter Bergman,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2023-04-01,2025-11-21,Terminated,1,2.64,1-3 yr,2,Male,28,Single,Master,2,575.0,Soren Bergman,4382,0.8179,4,Q4 (highest paid in role),35.2,0,17.0,2025-11-09,3,3,3,2,No,1
840,Viktor,Steiner,Viktor Steiner,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2015-09-06,2024-09-11,Terminated,1,9.02,5-10 yr,4,Female,49,Married,Bachelor,11,1138.0,Caleb Quintero,7654,0.6831,3,Q3,10.5,2,18.0,2024-09-03,3,4,3,4,No,1
842,Hugo,Dubois,Hugo Dubois,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2015-12-06,2025-03-05,Terminated,1,9.25,5-10 yr,4,Male,55,Single,Below College,2,986.0,Marcus Silva,5160,0.2708,2,Q2,-25.5,0,16.0,2025-02-19,3,4,3,2,No,1
848,Aisha,Vandenberg,Aisha Vandenberg,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2015-12-02,2024-04-25,Terminated,1,8.4,5-10 yr,4,Female,26,Married,College,5,661.0,Andre Nowak,2366,0.2302,1,Q1 (lowest paid in role),-27.0,1,14.0,2024-04-14,3,3,3,3,Yes,1
881,Caleb,Aoki,Caleb Aoki,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2013-06-20,2024-05-18,Terminated,1,10.91,10 yr+,5,Female,35,Divorced,Master,25,1422.0,Isabel Vandenberg,2022,0.0447,1,Q1 (lowest paid in role),-37.6,1,19.0,2024-05-16,3,2,4,2,Yes,1
896,Zara,Fitzgerald,Zara Fitzgerald,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2021-01-17,2024-10-31,Terminated,1,3.79,3-5 yr,3,Female,29,Divorced,Bachelor,1,1732.0,Claire Mehta,2800,0.6951,3,Q3,6.6,3,19.0,2024-10-23,3,3,2,3,Yes,0
911,Elena,Bergman,Elena Bergman,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-12-14,2025-11-12,Terminated,1,1.91,1-3 yr,2,Male,32,Single,Master,25,815.0,Chloe Aoki,2795,0.4651,2,Q2,-13.7,0,24.0,2025-11-03,4,4,1,1,Yes,1
918,Zara,Tanaka,Zara Tanaka,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2023-02-22,2024-06-08,Terminated,1,1.29,1-3 yr,2,Male,58,Divorced,Below College,2,1608.0,Oscar Silva,2380,0.2519,2,Q2,-26.5,1,14.0,2024-05-25,3,4,4,2,Yes,1
922,Lena,Petrov,Lena Petrov,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2022-01-04,2024-07-02,Terminated,1,2.49,1-3 yr,2,Female,20,Single,Bachelor,2,302.0,Diego Ramos,2044,0.1585,1,Q1 (lowest paid in role),-22.2,0,13.0,2024-06-20,3,3,3,2,No,1
923,Amara,Osei,Amara Osei,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-07-20,2025-10-08,Terminated,1,1.22,1-3 yr,2,Female,21,Single,Below College,18,612.0,Soren Castellanos,2693,0.4055,2,Q2,-16.9,0,19.0,2025-09-30,3,4,4,2,No,0
926,Camila,Hassan,Camila Hassan,5,Operations,Technology,Operations Director,2,Travel_Rarely,2020-12-14,2024-11-28,Terminated,1,3.96,3-5 yr,3,Female,22,Married,Below College,3,112.0,Ethan Bergman,4171,0.0208,1,Q1 (lowest paid in role),-42.8,1,19.0,2024-11-25,3,3,2,4,Yes,1
927,Luis,Lindqvist,Luis Lindqvist,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2017-06-17,2024-12-24,Terminated,1,7.52,5-10 yr,4,Female,41,Divorced,Master,2,1035.0,Lena Osei,2778,0.4574,2,Q2,-14.2,1,13.0,2024-12-04,3,4,2,2,Yes,1
932,Oscar,Petrov,Oscar Petrov,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2021-05-30,2024-04-02,Terminated,1,2.84,1-3 yr,2,Male,39,Married,Bachelor,6,1128.0,Kwame Mehta,2404,0.2674,2,Q2,-25.7,0,21.0,2024-03-19,4,1,4,1,Yes,1
952,Aarav,Novak,Aarav Novak,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2024-03-08,2025-12-06,Terminated,1,1.75,1-3 yr,2,Male,25,Married,College,19,1732.0,Claire Mehta,2413,0.439,2,Q2,-8.1,3,18.0,2025-12-06,3,2,3,3,Yes,1
959,Kwame,Hassan,Kwame Hassan,1,Sales,Go-To-Market,Sales Representative,1,Travel_Rarely,2023-05-18,2025-05-03,Terminated,1,1.96,1-3 yr,2,Male,19,Single,Bachelor,21,302.0,Diego Ramos,2121,0.1951,1,Q1 (lowest paid in role),-19.2,0,13.0,2025-05-03,3,2,4,4,Yes,1
960,Grace,Rossi,Grace Rossi,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2022-12-08,2024-07-18,Terminated,1,1.61,1-3 yr,2,Male,20,Single,Bachelor,4,612.0,Soren Castellanos,2973,0.5155,3,Q3,-8.2,0,19.0,2024-07-16,3,1,1,3,No,1
967,Ingrid,Mehta,Ingrid Mehta,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2009-10-27,2025-11-30,Terminated,1,16.09,10 yr+,5,Male,36,Married,Below College,3,1863.0,Oscar Kowalski,10325,0.8985,4,Q4 (highest paid in role),49.1,1,11.0,2025-11-23,3,4,3,3,Yes,1
970,Elena,Quintero,Elena Quintero,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2011-03-16,2025-06-19,Terminated,1,14.26,10 yr+,5,Male,37,Married,Master,1,1716.0,Elena Pashkov,10609,0.9292,4,Q4 (highest paid in role),53.2,0,11.0,2025-06-04,3,3,1,1,No,1
977,Samir,Duarte,Samir Duarte,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2022-11-30,2024-07-06,Terminated,1,1.6,1-3 yr,2,Male,58,Single,Bachelor,2,1255.0,Claire Reyes,2479,0.299,2,Q2,-23.5,0,24.0,2024-06-21,4,3,4,3,No,1
986,Marcus,Silva,Marcus Silva,1,Sales,Go-To-Market,Sales Executive,4,Non-Travel,2023-10-25,2025-08-04,Terminated,1,1.78,1-3 yr,2,Female,40,Single,Bachelor,24,532.0,Tobias Aoki,13194,0.9723,4,Q4 (highest paid in role),90.5,0,16.0,2025-07-25,3,2,2,2,Yes,1
991,Omar,Delacroix,Omar Delacroix,2,Engineering,Technology,Software Engineer,1,Non-Travel,2021-08-09,2024-10-15,Terminated,1,3.18,3-5 yr,3,Male,31,Single,College,9,997.0,Leila Krishnan,2321,0.1959,1,Q1 (lowest paid in role),-28.4,0,22.0,2024-10-11,4,1,3,3,Yes,1
994,Ethan,Dubois,Ethan Dubois,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-07-24,2025-07-21,Terminated,1,0.99,0-1 yr,1,Female,29,Single,Bachelor,10,1655.0,Hannah Duarte,2404,0.2577,2,Q2,-25.8,0,20.0,2025-07-13,4,1,4,3,Yes,0
1004,Lena,Rossi,Lena Rossi,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-06-06,2025-10-26,Terminated,1,5.39,5-10 yr,4,Female,30,Married,Bachelor,22,1539.0,Camila Dubois,2132,0.1134,1,Q1 (lowest paid in role),-34.2,0,11.0,2025-10-19,3,3,1,3,Yes,0
1010,Andre,Bergman,Andre Bergman,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2019-06-16,2024-02-29,Terminated,1,4.71,3-5 yr,3,Male,35,Divorced,Master,14,1422.0,Isabel Vandenberg,3743,0.7171,3,Q3,15.6,1,24.0,2024-02-16,4,2,3,1,Yes,1
1016,Nikolai,Kowalski,Nikolai Kowalski,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2024-01-17,2025-11-11,Terminated,1,1.82,1-3 yr,2,Female,20,Single,Bachelor,11,612.0,Soren Castellanos,2600,0.3574,2,Q2,-19.8,0,15.0,2025-10-23,3,1,4,3,Yes,1
1017,Isabel,Quintero,Isabel Quintero,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2021-03-21,2025-03-20,Terminated,1,4.0,3-5 yr,3,Female,30,Single,Bachelor,5,1539.0,Camila Dubois,2422,0.2829,2,Q2,-25.2,0,17.0,2025-03-18,3,2,2,3,No,1
1033,Hugo,Varga,Hugo Varga,6,Customer Support,Go-To-Market,Support Representative,2,Travel_Rarely,2022-11-18,2024-07-05,Terminated,1,1.63,1-3 yr,2,Female,37,Married,College,11,119.0,Fatima Novak,4777,0.1308,1,Q1 (lowest paid in role),-36.6,0,15.0,2024-06-20,3,2,1,1,No,1
1037,Luis,Bakker,Luis Bakker,1,Sales,Go-To-Market,Sales Executive,2,Non-Travel,2021-07-14,2024-07-02,Terminated,1,2.97,1-3 yr,2,Male,26,Single,College,29,2055.0,Oscar Bakker,4969,0.2369,1,Q1 (lowest paid in role),-28.2,0,18.0,2024-06-27,3,1,2,3,No,1
1038,Peter,Silva,Peter Silva,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,1992-07-04,2024-12-25,Terminated,1,32.48,10 yr+,5,Female,52,Married,Below College,2,140.0,Camila Osei,19845,0.9505,4,Q4 (highest paid in role),15.5,1,15.0,2024-12-21,3,4,1,3,No,0
1042,Sofia,Simonsen,Sofia Simonsen,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2008-08-28,2025-09-03,Terminated,1,17.02,10 yr+,5,Female,36,Single,Master,16,1250.0,Bruno Castellanos,2743,0.4419,2,Q2,-15.3,0,16.0,2025-08-31,3,1,3,3,No,1
1052,Hannah,Bianchi,Hannah Bianchi,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2023-03-01,2024-08-18,Terminated,1,1.47,1-3 yr,2,Male,36,Divorced,Bachelor,15,447.0,Tobias Moreau,4834,0.8915,4,Q4 (highest paid in role),49.3,1,14.0,2024-08-18,3,3,1,2,No,1
1053,Aisha,Kaur,Aisha Kaur,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2021-09-21,2024-10-21,Terminated,1,3.08,3-5 yr,3,Male,26,Married,Bachelor,2,661.0,Andre Nowak,2042,0.055,1,Q1 (lowest paid in role),-37.0,1,14.0,2024-10-20,3,1,1,3,Yes,1
1077,Andre,Nowak,Andre Nowak,1,Sales,Go-To-Market,Sales Representative,1,Travel_Frequently,2022-09-04,2025-05-18,Terminated,1,2.7,1-3 yr,2,Female,20,Single,Bachelor,9,302.0,Diego Ramos,2323,0.3415,2,Q2,-11.5,0,14.0,2025-05-09,3,4,4,3,Yes,1
1079,Caleb,Mbeki,Caleb Mbeki,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2022-12-26,2024-05-31,Terminated,1,1.43,1-3 yr,2,Female,21,Single,Bachelor,10,612.0,Soren Castellanos,1416,0.0155,1,Q1 (lowest paid in role),-56.3,0,13.0,2024-05-31,3,1,3,2,No,1
1081,Sofia,Ferreira,Sofia Ferreira,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2015-02-13,2025-03-14,Terminated,1,10.08,10 yr+,5,Male,51,Married,Master,4,58.0,Isabel Hassan,2461,0.2887,2,Q2,-24.0,3,12.0,2025-02-22,3,3,1,4,Yes,1
1082,Daniel,Halvorsen,Daniel Halvorsen,6,Customer Support,Go-To-Market,Support Representative,3,Non-Travel,2014-10-27,2025-01-30,Terminated,1,10.26,10 yr+,5,Male,28,Single,College,24,431.0,Leila Halvorsen,8722,0.6923,3,Q3,15.8,0,12.0,2025-01-25,3,1,2,2,No,1
1098,Jonas,Novak,Jonas Novak,3,HR,Corporate Services,HR Generalist,3,Travel_Rarely,2003-06-07,2024-04-06,Terminated,1,20.83,10 yr+,5,Male,44,Married,College,1,698.0,Anika Vandenberg,10482,0.9804,4,Q4 (highest paid in role),147.5,1,14.0,2024-04-03,3,1,2,3,No,0
1100,Bruno,Eriksen,Bruno Eriksen,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2016-02-03,2025-01-21,Terminated,1,8.97,5-10 yr,4,Male,35,Single,Bachelor,4,1863.0,Oscar Kowalski,9582,0.8246,4,Q4 (highest paid in role),38.4,0,22.0,2025-01-20,4,1,4,3,Yes,1
1101,Chloe,Haddad,Chloe Haddad,2,Engineering,Technology,Software Engineer,2,Travel_Frequently,2012-09-24,2025-09-25,Terminated,1,13.0,10 yr+,5,Female,33,Single,Master,29,1069.0,Divya Krishnan,4508,0.8419,4,Q4 (highest paid in role),39.1,0,22.0,2025-09-15,4,3,1,3,No,0
1106,Claire,Lindqvist,Claire Lindqvist,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2018-06-22,2025-06-26,Terminated,1,7.01,5-10 yr,4,Male,25,Married,Below College,4,1666.0,Soren Marchetti,3691,0.6977,3,Q3,14.0,1,15.0,2025-06-11,3,4,4,4,Yes,1
1107,Camila,Ferreira,Camila Ferreira,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-06-13,2024-12-11,Terminated,1,1.5,1-3 yr,2,Male,26,Divorced,Bachelor,21,843.0,Andre Mehta,2377,0.2442,1,Q1 (lowest paid in role),-26.6,1,20.0,2024-12-11,4,3,1,2,No,1
1108,Grace,Castellanos,Grace Castellanos,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2021-12-03,2024-08-24,Terminated,1,2.72,1-3 yr,2,Male,33,Single,Bachelor,25,901.0,Chloe Mbeki,2313,0.189,1,Q1 (lowest paid in role),-28.6,0,20.0,2024-08-17,4,2,1,3,Yes,1
1111,Leila,Varga,Leila Varga,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2024-02-05,2025-10-05,Terminated,1,1.66,1-3 yr,2,Male,28,Divorced,Bachelor,1,575.0,Soren Bergman,2596,0.3798,2,Q2,-19.8,2,15.0,2025-09-21,3,2,1,3,No,1
1113,Lena,Ortega,Lena Ortega,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2024-03-21,2024-10-06,Terminated,1,0.54,0-1 yr,1,Male,50,Single,Master,1,986.0,Marcus Silva,4728,0.1815,1,Q1 (lowest paid in role),-31.7,0,14.0,2024-09-19,3,3,4,3,Yes,1
1127,Ethan,Simonsen,Ethan Simonsen,6,Customer Support,Go-To-Market,Support Representative,4,Travel_Frequently,2005-10-17,2024-06-24,Terminated,1,18.69,10 yr+,5,Male,39,Divorced,Bachelor,2,258.0,Tobias Simonsen,12169,0.9538,4,Q4 (highest paid in role),61.6,3,11.0,2024-06-11,3,4,1,3,No,1
1156,Sofia,Steiner,Sofia Steiner,2,Engineering,Technology,QA Engineer,1,Non-Travel,2024-05-31,2024-11-11,Terminated,1,0.45,0-1 yr,1,Male,18,Single,Below College,8,612.0,Soren Castellanos,1904,0.0388,1,Q1 (lowest paid in role),-41.2,0,12.0,2024-10-25,3,3,3,3,No,1
1157,Oscar,Silva,Oscar Silva,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2019-05-26,2024-07-30,Terminated,1,5.18,5-10 yr,4,Female,33,Single,Master,9,1050.0,Tobias Haddad,8224,0.7169,3,Q3,18.8,0,17.0,2024-07-21,3,1,1,3,Yes,0
1160,Sofia,Quintero,Sofia Quintero,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2021-08-03,2024-01-13,Terminated,1,2.44,1-3 yr,2,Male,31,Married,Bachelor,15,997.0,Leila Krishnan,2610,0.3837,2,Q2,-19.4,1,12.0,2024-01-13,3,3,3,2,No,1
1165,Yuki,Steiner,Yuki Steiner,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2012-12-03,2024-08-20,Terminated,1,11.71,10 yr+,5,Female,29,Married,Below College,23,1167.0,Jonas Silva,7336,0.6462,3,Q3,5.9,1,13.0,2024-08-04,3,1,4,1,No,1
1167,Jonas,Silva,Jonas Silva,1,Sales,Go-To-Market,Sales Executive,4,Travel_Frequently,2003-11-15,2025-01-26,Terminated,1,21.2,10 yr+,5,Male,42,Single,Bachelor,12,532.0,Tobias Aoki,13758,0.9938,4,Q4 (highest paid in role),98.7,0,12.0,2025-01-24,3,1,3,2,Yes,1
1175,Divya,Novak,Divya Novak,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2023-10-12,2025-08-11,Terminated,1,1.83,1-3 yr,2,Female,28,Married,Below College,12,575.0,Soren Bergman,2515,0.3256,2,Q2,-22.3,0,11.0,2025-08-02,3,4,3,2,Yes,1
1188,Marcus,Novak,Marcus Novak,1,Sales,Go-To-Market,Sales Executive,2,Travel_Rarely,2020-04-29,2024-07-16,Terminated,1,4.21,3-5 yr,3,Female,43,Single,Bachelor,9,1975.0,Grace Kaur,5346,0.3262,2,Q2,-22.8,0,13.0,2024-07-09,3,3,1,2,No,1
1200,Sofia,Haddad,Sofia Haddad,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2019-06-24,2025-10-20,Terminated,1,6.32,5-10 yr,4,Male,44,Single,Master,10,999.0,Jonas Mbeki,2936,0.5326,3,Q3,-9.4,0,11.0,2025-10-14,3,3,3,3,Yes,1
1203,Omar,Simonsen,Omar Simonsen,2,Engineering,Technology,Software Engineer,1,Travel_Frequently,2024-11-22,2025-10-28,Terminated,1,0.93,0-1 yr,1,Male,22,Married,Master,3,1485.0,Ethan Quintero,2853,0.4845,2,Q2,-11.9,1,11.0,2025-10-17,3,4,3,3,Yes,1
1210,Chloe,Ferreira,Chloe Ferreira,2,Engineering,Technology,Software Engineer,1,Non-Travel,2024-03-12,2025-11-17,Terminated,1,1.68,1-3 yr,2,Male,41,Divorced,College,5,1035.0,Lena Osei,2107,0.0997,1,Q1 (lowest paid in role),-35.0,1,17.0,2025-11-12,3,1,1,1,No,1
1219,Jonas,Haddad,Jonas Haddad,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2024-01-09,2025-10-26,Terminated,1,1.8,1-3 yr,2,Female,24,Married,College,17,1666.0,Soren Marchetti,2210,0.1395,1,Q1 (lowest paid in role),-31.7,1,13.0,2025-10-09,3,2,4,1,No,1
1248,Leila,Steiner,Leila Steiner,2,Engineering,Technology,Software Engineer,1,Non-Travel,2023-08-30,2025-08-23,Terminated,1,1.98,1-3 yr,2,Female,19,Single,Bachelor,10,612.0,Soren Castellanos,1859,0.0309,1,Q1 (lowest paid in role),-42.6,0,25.0,2025-08-22,4,2,1,4,Yes,1
1273,Omar,Duarte,Omar Duarte,1,Sales,Go-To-Market,Sales Representative,1,Travel_Frequently,2022-10-09,2024-08-22,Terminated,1,1.87,1-3 yr,2,Male,25,Single,Below College,24,1732.0,Claire Mehta,1118,0.0366,1,Q1 (lowest paid in role),-57.4,0,14.0,2024-08-22,3,4,3,3,Yes,1
1277,Felix,Nowak,Felix Nowak,4,Finance,Corporate Services,Finance Manager,5,Travel_Rarely,2000-07-16,2024-07-26,Terminated,1,24.03,10 yr+,5,Female,45,Single,Bachelor,2,140.0,Camila Osei,18824,0.6733,3,Q3,9.6,0,16.0,2024-07-17,3,2,1,3,Yes,1
1279,Felix,Nowak,Felix Nowak,2,Engineering,Technology,QA Engineer,1,Travel_Frequently,2023-03-08,2025-10-19,Terminated,1,2.62,1-3 yr,2,Female,21,Single,College,10,612.0,Soren Castellanos,2625,0.3876,2,Q2,-18.9,0,20.0,2025-10-19,4,3,1,1,No,1
1295,Anika,Whitfield,Anika Whitfield,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Rarely,2015-01-29,2025-03-19,Terminated,1,10.14,10 yr+,5,Female,44,Married,Bachelor,15,1606.0,Aarav Eriksen,7978,0.6385,3,Q3,6.0,1,11.0,2025-03-13,3,4,1,3,No,1
1299,Sofia,Dubois,Sofia Dubois,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2016-12-27,2024-05-05,Terminated,1,7.35,5-10 yr,4,Female,29,Divorced,Bachelor,7,1443.0,Aisha Rossi,3339,0.6085,3,Q3,3.1,2,13.0,2024-05-02,3,3,2,3,Yes,1
1309,Chloe,Rossi,Chloe Rossi,2,Engineering,Technology,QA Engineer,2,Travel_Rarely,2014-07-25,2025-01-31,Terminated,1,10.52,10 yr+,5,Male,32,Married,College,7,1789.0,Kwame Eriksen,4883,0.9031,4,Q4 (highest paid in role),50.8,1,18.0,2025-01-11,3,3,4,3,No,0
1310,Viktor,Ibrahim,Viktor Ibrahim,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2020-04-12,2025-06-17,Terminated,1,5.18,5-10 yr,4,Male,39,Single,Bachelor,23,1128.0,Kwame Mehta,3904,0.7526,4,Q4 (highest paid in role),20.5,0,13.0,2025-05-29,3,1,3,3,No,1
1318,Bruno,Tanaka,Bruno Tanaka,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2019-07-29,2024-09-07,Terminated,1,5.11,5-10 yr,4,Male,40,Single,Master,25,1716.0,Elena Pashkov,9094,0.7969,4,Q4 (highest paid in role),31.3,0,12.0,2024-09-05,3,2,4,3,Yes,1
1319,Sofia,Castellanos,Sofia Castellanos,1,Sales,Go-To-Market,Sales Executive,3,Travel_Rarely,2015-11-04,2024-07-28,Terminated,1,8.73,5-10 yr,4,Male,52,Single,Bachelor,5,897.0,Diego Rossi,8446,0.7446,3,Q3,22.0,0,19.0,2024-07-12,3,2,2,2,Yes,0
1331,Chloe,Bianchi,Chloe Bianchi,1,Sales,Go-To-Market,Sales Representative,1,Travel_Frequently,2020-05-22,2024-03-03,Terminated,1,3.78,3-5 yr,3,Female,31,Single,Bachelor,1,1457.0,Leila Rossi,2302,0.2927,2,Q2,-12.3,0,11.0,2024-02-17,3,2,4,4,Yes,1
1333,Leila,Silva,Leila Silva,2,Engineering,Technology,QA Engineer,1,Travel_Rarely,2022-05-21,2025-07-20,Terminated,1,3.16,3-5 yr,3,Male,44,Married,Bachelor,3,999.0,Jonas Mbeki,2362,0.2248,1,Q1 (lowest paid in role),-27.0,0,12.0,2025-07-04,3,1,1,4,No,1
1360,Tariq,Hassan,Tariq Hassan,5,Operations,Technology,Operations Director,3,Travel_Rarely,2014-12-27,2024-12-26,Terminated,1,10.0,10 yr+,5,Female,58,Married,Master,7,1775.0,Yuki Larsen,10008,0.7986,4,Q4 (highest paid in role),37.2,0,14.0,2024-12-07,3,1,3,2,Yes,1
1372,Tobias,Varga,Tobias Varga,1,Sales,Go-To-Market,Sales Executive,4,Travel_Rarely,2006-03-21,2025-12-22,Terminated,1,19.76,10 yr+,5,Male,55,Single,Master,13,131.0,Zara Mehta,13695,0.9908,4,Q4 (highest paid in role),97.8,0,17.0,2025-12-06,3,3,1,2,Yes,1
1379,Oscar,Mehta,Oscar Mehta,1,Sales,Go-To-Market,Sales Representative,1,Travel_Frequently,2023-11-20,2025-11-14,Terminated,1,1.98,1-3 yr,2,Female,31,Single,Bachelor,2,1457.0,Leila Rossi,2785,0.6463,3,Q3,6.1,0,14.0,2025-11-01,3,4,3,4,No,1
1380,Anika,Ramos,Anika Ramos,1,Sales,Go-To-Market,Sales Executive,2,Travel_Frequently,2020-08-19,2025-04-14,Terminated,1,4.65,3-5 yr,3,Female,35,Married,Master,18,1070.0,Samir Eriksen,4614,0.1446,1,Q1 (lowest paid in role),-33.4,1,18.0,2025-04-12,3,3,4,2,Yes,1
1389,Camila,Bianchi,Camila Bianchi,5,Operations,Technology,Operations Director,2,Travel_Rarely,2015-06-22,2025-09-03,Terminated,1,10.2,10 yr+,5,Male,31,Married,Master,22,1283.0,Aisha Aoki,6179,0.4653,2,Q2,-15.3,2,15.0,2025-08-22,3,3,4,2,Yes,1
1405,Andre,Dubois,Andre Dubois,2,Engineering,Technology,Software Engineer,1,Travel_Rarely,2016-05-31,2025-04-11,Terminated,1,8.86,5-10 yr,4,Female,27,Single,Master,17,520.0,Idris Lindqvist,2394,0.2543,2,Q2,-26.1,0,13.0,2025-04-10,3,3,4,3,Yes,1
1420,Aisha,Fitzgerald,Aisha Fitzgerald,2,Engineering,Technology,QA Engineer,2,Travel_Frequently,2020-04-29,2024-10-23,Terminated,1,4.48,3-5 yr,3,Male,49,Single,College,28,638.0,Kwame Cardoso,4284,0.8372,4,Q4 (highest paid in role),32.3,0,20.0,2024-10-13,4,1,1,3,No,1
1421,Yuki,Varga,Yuki Varga,6,Customer Support,Go-To-Market,Support Representative,3,Travel_Frequently,2016-11-03,2025-07-25,Terminated,1,8.72,5-10 yr,4,Female,29,Single,Below College,14,431.0,Leila Halvorsen,7553,0.5923,3,Q3,0.3,0,12.0,2025-07-19,3,4,3,3,Yes,1
